"","Name","Location","Tags","Group","Type","Source Zone","Source Address","Source User","Source Device","Destination Zone","Destination Address","Destination Device","Application","Service","URL Category","Action","Profile","Options","Rule UUID","Target","Rule Usage Description","Rule Usage Rule Usage","Rule Usage Apps Seen","Days With No New Apps","Modified","Created"
"473","Apple_Devices_01","PA01","Internetzugriff_ALLE;Apple","Internetzugriff_ALLE","universal","Apple-Devices","any","any","any","untrust","any","any","apple-push-notifications;Internetzugriff_ALLE-Apps","any","any","Allow","Profile Group: Haecker_Vewaltung","Traffic log sent at session end;Log Forwarding Profile setting: Splunk syslog without traffic","f9a179a0-4bf6-4752-bd63-e2ac50164f8b","any","BV Februar 2018","Used","139","7","2023-02-02 14:56:28","2022-11-28 16:04:55"
"474","Apple_Devices_02","PA01","Apple","none","universal","Apple-Devices","any","any","any","trust","Domaincontroller-Gruppe","any","App-Group Active Directory","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","5fee597b-19eb-424b-ba67-c4cedf7fce49","any","none","Used","11","68","2022-11-28 10:58:06","2022-11-25 15:20:34"
"475","Apple_Devices_03","PA01","Apple","none","universal","Apple-Devices","any","any","any","trust","wi216dhcp01","any","dhcp","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","3501f000-ffd3-4d92-b2fa-c9cc7a78d458","any","none","Used","1","176","2022-11-28 10:58:06","2022-11-25 15:20:34"
"476","Apple_Devices_04","PA01","Apple","none","universal","trust","wi216dhcp01","any","any","Apple-Devices","any","any","dhcp;ping","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","3e17361b-ddcf-4903-8c5c-65d2a95351ff","any","none","Partially Used","2","165","2022-11-28 10:58:06","2022-11-25 15:20:34"
"477","Apple_Devices_05","PA01","Apple","none","universal","Apple-Devices","any","any","any","trust","NTP-Server","any","ntp","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","8611d61f-4225-4ccc-bf6b-9f9e4ef17f5e","any","none","Unused","0","-","2022-11-28 10:58:06","2022-11-25 15:20:34"
"478","Apple_Devices_06","PA01","Apple","none","universal","Apple-Devices","any","any","any","trust","ldap","any","ping","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","96b55777-dc4c-4b5e-9447-55f3a1673fff","any","none","Partially Used","1","176","2022-11-28 16:09:46","2022-11-28 16:04:55"
"479","Apple_Devices_07","PA01","Apple","none","universal","Apple-Devices","any","any","any","untrust","vpn.haecker-kuechen.de","any","ping","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","136583f0-f4a1-461f-a9fe-cf762a7b228d","any","none","Partially Used","1","176","2022-11-28 16:38:46","2022-11-28 16:35:24"
"480","Apple_Devices_08","PA01","Apple","none","universal","Apple-Devices","any","any","any","trust","home.haecker-kuechen.de_intern;my.haecker-kuechen.de_intern;store.haecker-kuechen.de_intern;WI216ADFS1","any","any","service-https","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","c97403f0-da04-4ab9-bd3a-73411a19b826","any","none","Used","1","172","2022-12-02 14:48:52","2022-12-02 14:00:58"
"481","Apple_Devices_09","PA01","Apple","none","universal","Apple-Devices","any","any","any","trust","home.haecker-kuechen.de_intern;WI216ISS-CA1","any","any","service-http","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","bcb30317-d179-424f-8fcb-c25c1cc285a0","any","none","Used","2","165","2022-12-02 14:59:32","2022-12-02 14:33:48"
"482","Apple_Devices_10","PA01","Apple","none","universal","Apple-Devices","any","any","any","DMZ_Public","any","any","any","service-http;service-https","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","011ba667-2478-4390-a9a0-451cdc5e1628","any","none","Used","1","172","2022-12-05 13:32:10","2022-12-02 15:32:03"
"483","Apple_Devices_11","PA01","Apple;SSL-VPN","none","universal","SSL-VPN","any","haecker-dom\dl_file_campus-sata_rw;haecker-dom\dl_file_campus-ssd_rw;haecker-dom\dl_file_marketing-sata_rw;haecker-dom\dl_file_marketing-ssd_rw","any","Apple-Devices","any","any","any","any","any","Allow","Profile Group: Haecker_Vewaltung","Traffic log sent at session end;Log Forwarding Profile setting: default","ee8a1c7d-b3ca-42d1-afe6-93e397b670e8","any","none","Used","7","82","2023-01-09 11:35:12","2023-01-09 11:31:34"
"484","Fremdgewerke_01","PA01","Fremdgewerk","none","universal","Fremdgewerke","any","any","any","untrust","any","any","any","any","any","Allow","Profile Group: Haecker_VW_ohne_File_ohne_URL","Traffic log sent at session end;Log Forwarding Profile setting: default","dd992a91-5e30-4213-be09-90fe139a1b53","any","none","Used","53","78","2021-07-29 14:31:05","2021-07-29 13:42:50"
"485","[Disabled]  Fremdgewerke_Test","PA01","[Disabled]  Fremdgewerk","[Disabled]  none","[Disabled] universal","[Disabled]  Fremdgewerke","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  trust","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  Allow","none","Traffic log sent at session end","0b18fd9e-2b95-4157-a383-279ca6e03098","[Disabled] any","[Disabled]  none","-","0","-","2021-07-29 13:42:50","2021-07-29 13:42:50"
"486","[Disabled]  Fremdgewerke_Test-1","PA01","[Disabled]  Fremdgewerk","[Disabled]  none","[Disabled] universal","[Disabled]  trust","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  Fremdgewerke","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  Allow","none","Traffic log sent at session end","1ee0ec7e-2e46-4752-a937-0ae76090d655","[Disabled] any","[Disabled]  none","-","0","-","2021-07-29 13:42:50","2021-07-29 13:42:50"
"487","Fremdgewerke_02","PA01","Fremdgewerk","none","universal","Fremdgewerke","any","any","any","trust","Domaincontroller-Gruppe","any","App-Group Active Directory","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","f0c03e10-8f01-4da3-b474-21955ddf2a49","any","none","Used","15","64","2021-07-29 14:31:05","2021-07-29 13:42:50"
"488","Fremdgewerke_03","PA01","Fremdgewerk","none","universal","Fremdgewerke","any","any","any","trust","wi216dhcp01","any","dhcp","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","58eb5bc7-1a9e-4ed8-886e-c0d30b0dcf2c","any","none","Used","1","661","2021-07-29 14:31:05","2021-07-29 13:42:50"
"489","Fremdgewerke_04","PA01","Fremdgewerk","none","universal","trust","wi216dhcp01","any","any","Fremdgewerke","any","any","dhcp;ping","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","8b3e734a-e662-4f0a-8d90-5de3aac50e64","any","none","Used","2","561","2021-07-29 14:31:05","2021-07-29 13:42:50"
"490","Fremdgewerke_05","PA01","Fremdgewerk","none","universal","trust","Roe_VLan-2491_IT-Infrastruktur","any","any","Fremdgewerke","any","any","App-Group DameWare","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","3061ce06-6a37-4250-a428-705c1f034764","any","none","Partially Used","12","78","2021-12-03 12:31:38","2021-07-29 13:42:50"
"491","Fremdgewerke_06","PA01","Fremdgewerk","none","universal","trust","Roe_VLan-2491_IT-Infrastruktur","any","any","Fremdgewerke","any","any","any","TCP_51235","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","9fbc8d71-12db-407e-8329-eddba4918dff","any","Fuer den Zugriff mit Datalogic Genius auf den Automatikscanner","Partially Used","1","560","2021-11-18 12:48:18","2021-07-29 13:42:50"
"492","Fremdgewerke_07a","PA01","Fremdgewerk","none","universal","Fremdgewerke;trust","wi216osce1;wi219apo-p1","any","any","Fremdgewerke;trust","any","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","4984063e-3347-4397-821a-ad9728611d90","any","none","Used","6","7","2021-07-29 14:31:05","2021-07-29 13:42:50"
"493","Fremdgewerke_07b","PA01","Fremdgewerk","none","universal","Fremdgewerke;trust","any","any","any","Fremdgewerke;trust","wi216osce1;wi219apo-p1","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","c7ce3e05-0d8a-4cbd-b2ee-42bdc0246f3c","any","none","Used","6","7","2021-07-29 14:31:05","2021-07-29 13:42:50"
"494","Fremdgewerke_08","PA01","Fremdgewerk","none","universal","Fremdgewerke","any","any","any","trust","NTP-Server","any","ntp","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","a7560e43-7e4e-4a77-9d46-28c0b65cfcb0","any","none","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"495","Fremdgewerke_09","PA01","Fremdgewerk","none","universal","Fremdgewerke","any","any","any","trust","VLan-2105_Server_Netz_10.105.11","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","74ef87ce-dcea-403c-b91e-550f246c9a44","any","none","Used","4","391","2021-07-29 14:31:05","2021-07-29 13:42:50"
"496","Fremdgewerke_10","PA01","Fremdgewerk","none","universal","trust","any","any","any","Fremdgewerke","any","any","vnc","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","0a1d6761-66b3-4e90-88a1-d4904e8190c2","any","none","Used","3","635","2021-11-08 15:59:52","2021-07-29 13:42:50"
"497","Fremdgewerke_11a","PA01","Fremdgewerk;SCCM","none","universal","trust","wi216sccm1;WI219SCCMDP1","any","any","Fremdgewerke","any","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","9bfe1c7c-86ae-40e4-8fde-74452636e3b3","any","none","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"498","Fremdgewerke_11b","PA01","Fremdgewerk;SCCM","none","universal","Fremdgewerke","any","any","any","trust","wi216sccm1;WI219SCCMDP1","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","3ac489d8-98c8-46b1-a4ad-5852b3711d27","any","none","Partially Used","2","587","2021-07-29 14:31:05","2021-07-29 13:42:50"
"499","Fremdgewerke_12","PA01","Fremdgewerk","none","universal","Fremdgewerke","any","any","any","DMZ_Public","ws-t.haecker-kuechen.de","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","c054904d-2779-4e9d-9650-a3d8e7aab31d","any","none","Used","1","655","2021-07-29 14:31:05","2021-07-29 13:42:50"
"500","Fremdgewerke_13","PA01","Fremdgewerk","none","universal","Fremdgewerke","any","any","any","trust","WI216ADFS1","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","7378ddb1-1168-44bf-8296-25f48bd17b57","any","none","Used","1","662","2021-07-29 14:31:05","2021-07-29 13:42:50"
"501","Fremdgewerke_14","PA01","Fremdgewerk","none","universal","trust","any","any","any","Fremdgewerke","qstationio01","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","d480027d-d231-422f-b077-de571cb953bb","any","none","Partially Used","13","78","2021-07-29 14:31:05","2021-07-29 13:42:50"
"502","Fremdgewerke_15","PA01","Fremdgewerk","none","universal","Fremdgewerke","any","any","any","trust","WI219CCELL-P1;WI219CVMA1-r2","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","005207ca-9cd6-4d11-b6c6-0e431995a2bf","any","none","Used","5","43","2021-08-05 07:16:54","2021-08-04 14:17:37"
"503","Fremdgewerke_16","PA01","Fremdgewerk","none","universal","trust","WI219CCELL-P1;WI219CVMA1-r2","any","any","Fremdgewerke","any","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","da95a411-1168-4797-a79c-5dcc84303b72","any","none","Used","6","657","2021-08-05 07:16:54","2021-08-04 14:43:44"
"504","Fremdgewerke_17","PA01","Fremdgewerk","none","universal","trust","lnxinfluxdb-p1","any","any","Fremdgewerke","ISAT_Jetson-Nano","any","ssh","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","5231ffb7-d083-43e9-a2e1-81e83d7fc455","any","none","Unused","0","-","2021-12-06 08:34:56","2021-11-23 15:45:04"
"505","Fremdgewerke_18","PA01","Fremdgewerk","none","universal","Fremdgewerke","any","any","any","trust","wi216lic01","any","ms-kms;msrpc-base","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","bfc6b28a-75af-48ff-b42c-e74b73e21493","any","none","Partially Used","1","537","2021-12-02 13:27:18","2021-12-01 16:35:06"
"506","Fremdgewerke_19","PA01","Fremdgewerk","none","universal","Fremdgewerke","ISAT_Jetson-Nano","any","any","trust","lnxinfluxdb-p1","any","ssh;ssl;web-browsing","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","072af3ad-2e07-45b5-b93f-f7371ba582c7","any","none","Used","1","533","2021-12-06 08:34:56","2021-11-23 15:45:04"
"507","Fremdgewerke_20","PA01","Fremdgewerk","none","universal","trust","PRTG Server","any","any","Fremdgewerke","any","any","ping;ssh","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","a745814c-691e-4e51-a176-e43829efbc62","any","none","Used","3","45","2021-12-06 11:06:43","2021-12-06 08:39:00"
"508","Fremdgewerke_21","PA01","Fremdgewerk","none","universal","trust","VLan-3016_Panorama1_N3","haecker-dom\aoltmann;haecker-dom\shoeppne;haecker-dom\uklein","any","Fremdgewerke","ISAT_Jetson-Nano","any","ping;ssh;ssl;unknown-tcp;web-browsing","any","any","Allow","Profile Group: Grp_AV_AS_VP_01","Traffic log sent at session end;Log Forwarding Profile setting: default","2fe10740-b4fe-4f98-81e0-e7316d9ebc37","any","none","Used","2","0","2022-03-08 16:13:36","2022-03-07 11:28:27"
"509","Fremdgewerke_22","PA01","Fremdgewerk","none","universal","trust","Yard Scanner","any","any","untrust","Yard Management Cloud","any","ssl","any","any","Allow","Profile Group: undefined","Traffic log sent at session end;Log Forwarding Profile setting: default","a1a494c6-1cae-47f4-ad09-20a474de08d5","any","none","Used","1","330","2022-06-27 11:41:59","2022-06-24 10:37:18"
"510","VonBusch_Out_01","PA01","VPN","none","universal","trust","w2k8hktfs01;wi216prtsrv1;WI216TRANSF-P1;WI216TRANSF-T1","any","any","Site2Site","VonBusch_VPN_Target","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","07715fad-199d-45bc-a81c-de1544676e85","any","none","Partially Used","5","628","2021-09-02 09:58:53","2021-08-12 16:18:24"
"511","FW-Rahlmeyer","PA01","SSL-VPN","none","universal","SSL-VPN","any","haecker-dom\vpn-cschroeder;haecker-dom\vpn-dlenze;haecker-dom\vpn-evoidel;haecker-dom\vpn-fschneckener;haecker-dom\vpn-hkramp;haecker-dom\vpn-marbeiter","any","trust","Axis28;Becker_Portal_HMI_1;Becker_Portal_HMI_2;Rahlmeyer_W2SKAZ_VPN Router","any","any","application-default","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","d7b776e6-e4a1-4bdc-8903-b41891e97eca","PA01;PA02","none","Partially Used","5","153","2022-11-28 15:42:23","2022-01-07 15:01:01"
"512","FW-Rahlmeyer-VideoServer","PA01","SSL-VPN","none","universal","SSL-VPN","any","haecker-dom\vpn-cschroeder;haecker-dom\vpn-dlenze;haecker-dom\vpn-evoidel;haecker-dom\vpn-fschneckener;haecker-dom\vpn-hkramp;haecker-dom\vpn-marbeiter","any","trust","wi222video-p1","any","ssl;web-browsing","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","627085e1-1887-4363-9632-051e67198734","PA01;PA02","none","Used","1","357","2022-05-31 09:48:30","2022-05-31 08:35:14"
"513","FW-Ultimo","PA01","SSL-VPN","none","universal","SSL-VPN","any","haecker-dom\vpn-ultimo","any","trust","WI222ULTIMO-P1","any","ms-rdp","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","05f893ef-4a66-4a95-a57c-22b8a1c299de","PA01;PA02","none","Partially Used","1","225","2023-05-19 14:20:53","2022-10-10 07:43:39"
"514","VPN-AlwaysOn MM","PA01","SSL-VPN;Haecker-IT","none","universal","SSL-VPN","SSL-Clients;VPN-AlwaysOn-Clients;VPN-AlwaysOn-Clients-NoSplitTunnel","haecker-dom\mmenning","any","trust","10.249.1.0/24","any","any","any","any","Allow","Profile Group: Haecker_VW_ohne_File_ohne_URL","Traffic log sent at session end;Log Forwarding Profile setting: default","47e77576-8c16-469c-b94e-86ba262fa607","any","none","Used","11","168","2022-12-06 11:27:14","2022-12-06 09:47:53"
"515","VPN-AlwaysOn TM","PA01","VENNE;SSL-VPN;Haecker-IT","none","universal","SSL-VPN","SSL-Clients;VPN-AlwaysOn-Clients;VPN-AlwaysOn-Clients-NoSplitTunnel","haecker-dom\tmueller","any","dmz;HK_Venne;trust","any","any","ssh;ssh-tunnel","any","any","Allow","Profile Group: Haecker_SSLVPN","Traffic log sent at session end;Log Forwarding Profile setting: default","18fb0f27-f95b-43b3-b392-6e27aa14078b","any","none","Used","1","168","2023-03-09 16:53:01","2022-12-06 11:22:52"
"516","VPN-AlwaysOn-Clients zu Lan Block RDP und SSH","PA01","SSL-VPN","none","universal","SSL-VPN","VPN-AlwaysOn-Clients;VPN-AlwaysOn-Clients-NoSplitTunnel","any","any","trust","VLan-5_Default;VLan-2000_TK-Anlage;VLan-2105_Server_10.105.0.0;VLan-2107_Server-LAN-HASe_P;VLan-2108_Server-LAN-HASe_K;VLan-2109_Server-LAN-HASe_T","any","ms-rdp;ssh;ssh-tunnel","any","any","Deny","Profile Group: Haecker_VW_ohne_File_ohne_URL","Traffic log sent at session end;Log Forwarding Profile setting: default","c14186cb-0a40-4c8c-8b0b-74185fa7bb34","any","none","Partially Used","0","-","2023-04-13 12:55:24","2022-12-06 11:22:52"
"517","VPN-AlwaysOn-Clients zu Lan","PA01","none","none","universal","SSL-VPN","VPN-AlwaysOn-Clients;VPN-AlwaysOn-Clients-NoSplitTunnel","any","any","trust","VLan-5_Default;VLan-2000_TK-Anlage;VLan-2105_Server_10.105.0.0;VLan-2107_Server-LAN-HASe_P;VLan-2108_Server-LAN-HASe_K;VLan-2109_Server-LAN-HASe_T","any","any","any","any","Allow","Profile Group: Haecker_SSLVPN","Traffic log sent at session end;Log Forwarding Profile setting: default","add1b9d6-32fe-47d6-bd26-573a992c0600","any","none","Used","78","36","2023-04-13 12:55:24","2021-07-29 13:42:50"
